No	m2s_r	atio lonm	latm	area(km2)	Vol(km3/yr)	nyr	yrb	yre	elev(m)	CT	CN	River_Name	OCN	Station_Name
734	10000	-39.32	-13.17	5970	0.502	44.2	1955	1999	132	BR	SA	Jequirica	ATL	Jiquirica
735	10000	-135.28	59.47	376	0.499	23	1963	1986	6.1	AK	NA	Skagway	PAC	"Skagway, AK"
736	10000	-0.22	52.29	2570	0.501	26.7	1972	1999	-9999	UK	EU	Bedford Ouse	ATL	Offord
737	10000	9.67	56.23	1289	0.512	86	1917	2002	-9999	DK	EU	Gudena	ATL	Tvilumbro
738	10000	-74.97	41.93	624.2	0.496	80.5	1914	1994	351	US	NA	Beaver Kill At	ATL	"ks Falls, N"
739	10000	121.48	24.57	274	0.495	51	1950	2000	-9999	TW	AS	Lan Yang	PAC	Ku-Lu
740	10000	2.32	41.98	1390	0.495	5	1978	1984	-9999	ES	EU	Ter	MED	Roda del Te
741	10000	36.22	63.92	1350	0.484	33.4	1954	1988	-9999	RU	EU	Nyukhcha	ARC	Nyukhcha
742	10000	15.62	57.42	1898	0.48	59.8	1901	1960	-9999	SE	EU	Ema	ATL	Jarnforsen
743	10000	-35.07	-8.28	405	0.477	11.9	1986	1998	-9999	BR	SA	Pirapama	ATL	Pirapama
744	10000	-77.97	38.35	1222.5	0.478	65	1930	1995	73.6	US	NA	Rapidan River N	ATL	"Culpeper, V"
745	10000	-68.6	9.68	1563	0.471	27	1942	1968	-9999	VE	SA	Tirgua	ATL	Paso Vibola
746	10000	-46.78	-24.07	264	0.473	9.4	1981	1990	-9999	BR	SA	Branco	ATL	Fazenda Agu
747	10000	147.02	-36.26	1145	0.468	61.6	1937	1999	173.6	VX	AU	Kiewa	SOC	Kiewa (main
748	10000	-37.57	-11.54	4320	0.466	30.6	1966	1999	1	BR	SA	Real	ATL	Itanhi
749	10000	172.91	-42.46	440	0.466	36.3	1958	1994	-9999	NZ	PO	Clarence	SOC	Jollies
750	10000	25.1	69.83	918	0.465	52.7	1921	1974	-9999	NO	EU	Lakselv	ARC	Skoganvarre
751	10000	41.08	64.65	1400	0.46	39.4	1938	1977	-9999	RU	EU	Lodma	ARC	Korovkinska
752	10000	-40.53	-20.1	997	0.457	50.2	1949	1999	45	BR	SA	Santa Maria da	ATL	Santa Leopo
753	10000	-123.32	47.5	148.1	0.448	68.8	1924	1994	232.3	US	NA	Nf Skokomish R	PAC	Strcse Rpds
754	10000	-40.52	-19.06	1022	0.448	29.6	1967	1998	-9999	BR	SA	Sao Jose	ATL	Barra de Sa
755	10000	8.72	55.95	1040	0.47	81.5	1920	2002	7	DK	EU	Skjern	ATL	Alergard
756	10000	-35.45	-8.84	725	0.444	9.9	1989	1998	115	BR	SA	Jacuipe-2	ATL	Jacuipe
757	10000	121.27	24.3	258	0.446	35	1959	1993	-9999	TW	AS	Ta-Chia	PAC	Huan-Shan J
758	10000	-41.44	-19.82	1187	0.441	25.2	1973	1998	250	BR	SA	Sao Manoel	ATL	Mutum
759	10000	-35.16	-6.85	2910	0.439	29.8	1970	1999	60	BR	SA	Mananguape	ATL	Ponte do Le
760	10000	-38.48	-4.3	4050	0.441	23.9	1969	1994	42	BR	SA	Choro	ATL	Chorozinho
761	10000	-40.65	-20.32	973	0.44	30.9	1969	1999	425	BR	SA	Jucu-Braco Nort	ATL	Corrego do
762	10000	116.82	-23.31	42455	0.45	30.5	1968	2000	-9999	WX	AU	Ashburton	IND	Capricorn R
763	10000	147.38	-9.28	311	0.439	13.3	1951	1964	-9999	PG	PO	Laloki	PAC	Sogeri
764	10000	15.43	66.82	426	0.429	51	1938	1988	-9999	NO	EU	Saltelv	ATL	Junkerdalse
765	10000	20	41.93	663	0.432	40	1954	2000	36	AL	EU	Erzeni	MED	Ndroq (Ndre
766	10000	175.26	-39.57	506	0.428	32	1963	1994	-9999	NZ	PO	Mangawhero	PAC	Ore Ore
767	10000	-77.97	18.4	221	0.42	10.4	1969	1979	79	JM	CB	Great	ATL	Lethe
768	10000	132.64	33.49	372	0.418	6.9	1961	1996	-9999	JP	AS	Oda	PAC	Boyashiki
769	10000	39.4	64.38	1190	0.413	58.3	1928	1988	78	RU	EU	Solza	ARC	Sukhie Poro
770	10000	16.14	41.3	2716	0.418	62.4	1930	1994	31.7	IT	EU	Ofanto	MED	San Samuele
771	10000	120.83	24.45	247	0.414	38	1956	1993	-9999	TW	AS	Hou-Lung	PAC	Ta-Lu-Keng
772	10000	-41.74	-22.09	626	0.415	66.9	1930	1999	30	BR	SA	Macabu	ATL	Macabuzinho
773	10000	-49.59	-28.85	404	0.413	20.9	1977	1999	10	BR	SA	Manoel Alves	ATL	Foz do Manu
774	10000	-149.42	-17.55	78	0.406	7	1973	1979	45	PF	PO	Papenoo	PAC	Cote 45
775	10000	166.28	-21.95	380	0.403	6.4	1973	1979	39	NC	PO	Tontouna	PAC	Mine Lilian
776	10000	-53.55	-30.15	732	0.396	34.6	1940	1976	80	BR	SA	Sao Sepe	ATL	Passo Sao S
777	10000	-84.65	10.05	190	0.389	6.4	1969	1975	285	CR	CA	Barranca	PAC	Nagatac
778	10000	125.74	-14.95	1610	0.391	30.7	1967	1999	215	WX	AU	Mitchell-IND	IND	Map Hill
779	10000	39.5	66.2	1050	0.381	14.4	1952	1966	-9999	RU	EU	Pyalitsa	ARC	Pyalitsa
780	10000	-131.18	55.38	83.1	0.376	76.4	1915	1994	6.1	US	NA	Fish C Nr Ketch	PAC	AK
781	10000	-69.89	10.19	3590	0.373	45	1943	1989	400	VE	SA	Tocuyo	ATL	Pte Torres
782	10000	57.17	27.4	9285	0.368	21.1	1962	1985	1100	IR	AS	Minab	IND	Berantin
783	10000	-39.49	-13.61	875	0.364	45.6	1953	1999	153	BR	SA	Preto	ATL	Santa Luzia
784	10000	-37.35	-10.94	15740	0.364	28.6	1971	1999	19	BR	SA	Vaza Barris	ATL	Fazenda Bel
785	10000	147.09	-37.41	1096	0.355	45.9	1953	1999	246.1	VX	AU	Wonnangatta	SOC	Crooked Riv
786	10000	-37.76	-12.06	4140	0.354	31.7	1966	1999	6	BR	SA	Inhambupe	ATL	Corte Grand
787	10000	-0.28	52.56	1634	0.349	5	1980	1984	-9999	UK	EU	Nene	ATL	Orton
788	10000	44.52	-24.35	1700	0.346	5.8	1976	1982	-9999	MG	AF	Linta	IND	Ejeda
789	10000	-42.74	-22.59	287	0.344	29.6	1969	1999	8	BR	SA	Macacu	ATL	Parque Ribe
790	10000	-73.02	-38.03	377	0.339	41	1948	1989	-9999	CL	SA	Puren	PAC	Tranaman
791	10000	-41.95	-21.73	1123	0.337	32.7	1967	1999	70	BR	SA	Negro-BR	ATL	Barra do Ri
792	10000	0.45	51.25	1256	0.336	41.8	1956	1999	7	UK	EU	Medway	ATL	Teston
793	10000	8.1	58.85	290	0.333	63	1925	1987	-9999	NO	EU	Tovdal	ATL	Austena
794	10000	-52.46	-31.57	362	0.333	34.1	1964	1999	40	BR	SA	Pelotas [Arr]	ATL	Ponte Corde
795	10000	80.27	8.6	2121	0.323	35	1946	1984	34	LK	AS	Malwatu Oya	IND	Kapachchi
796	10000	120.45	23.12	161	0.323	35	1959	1993	-9999	TW	AS	Tseng-Wen	PAC	Yu-Tien
797	10000	-19.4	65.5	390	0.32	60	1933	1992	-9999	IS	EU	Svarta	ATL	Reykjafoss
798	10000	-51.68	-30.75	597	0.319	7.6	1977	1986	35	BR	SA	Velhaco [Arr]	ATL	Camaqua I
799	10000	-40.69	-19.42	919	0.317	32.3	1965	1998	110	BR	SA	Pancas	ATL	Ponte do Pa
800	10000	16.17	57.01	1345	0.312	81.5	1920	2003	-9999	SE	EU	Alsteran	ATL	Getebro
801	10000	-39.03	-13.03	1480	0.313	50.8	1949	1999	29	BR	SA	Jaguaripe	ATL	Nazare
802	10000	164.99	-20.78	247	0.317	29.5	1955	1984	-9999	NC	PO	Tipindje	PAC	Ouen-Kout
803	10000	-66.53	18.43	510	0.314	26.8	1970	1998	4.3	PR	CB	Grande de Manat	ATL	Hwy 2 nr Ma
804	10000	-71.57	-30.63	11343	0.311	31.6	1958	1992	97	CL	SA	Limar	PAC	Panamerican
805	10000	-41.68	-20.77	413	0.31	62.1	1937	1999	576	BR	SA	Veado [do]	ATL	Guacui
806	10000	-98.37	29.85	3405.8	0.309	73.3	1922	1995	289	US	NA	Guadalupe River	ATL	Spring Bran
807	10000	-80.65	35.83	792.5	0.307	53	1938	1995	202.3	US	NA	South Yadkin Ri	ATL	Near Mocksv
808	10000	-39.05	-12.23	10560	0.306	66.4	1929	1999	119	BR	SA	Jacuipe	ATL	Ponte Rio B
809	10000	116.08	-32.77	6764	0.303	52.5	1939	2000	131.2	WX	AU	Murray-IND	IND	Baden Powel
810	10000	39.97	66.26	670	0.3	8.7	1948	1957	-9999	RU	EU	Pulonga	ARC	Pulonga
811	10000	-1.07	51.43	1033	0.302	38.3	1961	1999	43.4	UK	EU	Kennet	ATL	Theale
812	10000	146.62	-41.9	267	0.298	38	1923	1960	-9999	TX	AU	Ouse	SOC	Liawenee
813	10000	-68.64	10.4	1206	0.296	23.3	1943	1966	-9999	VE	SA	Yaracuy	ATL	Pte Penon
814	10000	-35.06	-7.61	1020	0.296	25.3	1973	1998	21	BR	SA	Tracunhaem	ATL	Engenho Ita
815	10000	-107.1	66.81	1530	0.298	15.3	1977	1994	-9999	CA	NA	Gordon	ARC	nr mouth
816	10000	115.9	-34.52	4060	0.293	33.5	1966	1999	-9999	WX	AU	Warren	IND	Barker Rd C
817	10000	-70.64	-31.89	1160	0.289	23.9	1941	1964	-9999	CL	SA	Choapa	PAC	Cuncumen
818	10000	142.62	-38.33	8355	0.284	44.2	1955	1999	-9999	VX	AU	Hopkins	SOC	Hopkins Fal
819	10000	128.83	41.73	720	0.281	4	1976	1979	1102	KP	AS	Sodusu	PAC	Yenam
820	10000	121.17	24.7	139	0.282	23	1971	1993	-9999	TW	AS	Tou-Chien	PAC	Nei-Wan
821	10000	-67.05	18.28	244	0.278	32.5	1963	1998	31.6	PR	CB	Grande de Anasc	ATL	nr San Seba
822	10000	35.87	32.73	5950	0.28	10.8	1965	1975	-9999	JO	AM	Yarmuk	MED	Maqarin
823	10000	146.07	-41.47	149	0.275	45	1923	1967	-9999	TX	AU	Wilmot	SOC	Moina
824	10000	118.3	-20.7	8204	0.284	26.7	1972	1999	43	WX	AU	Yule	IND	Jelliabidin
825	10000	-40.71	-19.54	873	0.273	23.2	1974	1998	-9999	BR	SA	Santa Joana	ATL	jusante Cor
826	10000	120.3	23.28	227	0.27	33	1961	1993	-9999	TW	AS	Chi-Shui	PAC	Shin-Ying
827	10000	-80.56	22.35	848	0.271	17.4	1962	1979	52	CU	CB	Damuji	ATL	Rodas
828	10000	164.42	-20.43	300	0.269	4.9	1955	1962	-9999	NC	PO	Dianot	PAC	Bonde
829	10000	34.7	64.75	934	0.265	52.7	1935	1988	0	RU	EU	Shuya	ARC	Shuyeretsko
830	10000	126.21	-14.8	1695	0.27	21.8	1974	1997	-9999	WX	AU	King Edward	IND	Mt Reid
831	10000	-77	-11.8	1849	0.263	57.9	1935	1992	950	PE	SA	Chilln	PAC	Pte Magdale
832	10000	-67.09	18.36	184	0.259	31.3	1967	1998	13.7	PR	CB	Culebrinas	ATL	Hwy 404 nr
833	10000	-35.36	-8.28	2960	0.257	32	1967	1998	265	BR	SA	Ipojuca	ATL	Engenho Tab
834	10000	-118.48	69.11	3050	0.259	9.8	1975	1988	-9999	CA	NA	Inman	ARC	nr mouth
835	10000	26.99	-33.24	29745	0.253	12.1	1969	1986	-9999	ZA	AF	Great Fish (Gro	SOC	Outspan
836	10000	-0.5	39.52	6294	0.253	12.5	1986	1999	50	ES	EU	Turia	MED	La Presa
837	10000	13.62	53.73	1403	0.252	6.8	1977	1984	-9999	DE	EU	Tollense	ATL	Klempenow
838	10000	-36.3	-10.03	1453	0.248	20.4	1978	1998	50	BR	SA	Coruripe	ATL	Camacari
839	10000	-8.4	38.07	2721	0.248	52.5	1934	1990	28	PT	EU	Sado	ATL	Moinho da G
840	10000	2.79	42.6	473	0.245	32.8	1967	1999	132	FR	EU	Tech	MED	Saint Paul
841	10000	34.23	65.38	882	0.245	30	1957	1987	-9999	RU	EU	Kuzema	ARC	Kuzema
842	10000	11.87	42.35	851	0.234	34	1930	1972	-9999	IT	EU	Marta	MED	Centrale Tr
843	10000	126.79	-14.79	1271	0.235	27.2	1971	1999	-9999	WX	AU	Carson	IND	Old Theda
844	10000	-41.36	-21.06	369	0.229	31	1969	1999	41	BR	SA	Muqui do Sul	ATL	Mimoso do S
845	10000	147.48	-36.94	356	0.229	64.6	1934	1999	686.7	VX	AU	Big	SOC	Joker Ck
846	10000	120.45	23.5	150	0.227	21	1973	1993	-9999	TW	AS	Po-Tzu	PAC	Niu-Chou-Ch
847	10000	3.58	36.62	3615	0.23	3.7	1976	1979	750	DZ	AF	Isser	MED	Lakhdaria
848	10000	-6.48	53.37	1565	0.228	5	1973	1977	21	IE	EU	Liffey	ATL	Leixlip
849	10000	-81.3	26.92	805.5	0.226	62	1931	1996	8.3	US	NA	Fisheating Cree	ATL	"t Palmdale,"
850	10000	126.5	-14.81	1361	0.23	27.2	1971	1999	220	WX	AU	Morgan	IND	Moondoalnee
851	10000	-40.95	-20.89	304	0.225	29.4	1970	1999	15	BR	SA	Novo	ATL	Pau d'Alho
852	10000	25.33	59.33	903	0.225	44	1942	1985	40	EE	EU	Yagala (Jgala)	ATL	Kekhra (Keh
853	10000	-38.15	-12.37	400	0.219	13	1963	1977	61	BR	SA	Quirico Grande	ATL	Fazenda Suc
854	10000	-123.4	72.48	3640	0.221	11.4	1975	1988	-9999	CA	NA	Big-CA	ARC	u/s Egg Riv
855	10000	-66.38	10.32	719	0.216	21	1944	1968	-9999	VE	SA	Grande	ATL	Carpintero
856	10000	-66.92	10.16	1180	0.217	26.3	1942	1968	-9999	VE	SA	Tuy	ATL	Hacienda Ta
857	10000	9.3	54.52	480	0.216	5.8	1981	1986	-9999	DE	EU	Treene	ATL	Treia
858	10000	40.57	66.5	584	0.215	43.5	1948	1992	-9999	RU	EU	Sosnovka	ARC	Sosnovka
859	10000	-37.36	-5.22	9450	0.21	12.2	1986	1999	-9999	BR	SA	Apodi	ATL	Mossoro
860	10000	-41.92	-20.69	447	0.209	62.3	1937	1999	739	BR	SA	Sao Joao	ATL	Caiana
861	10000	27.03	59.38	788	0.206	63	1923	1985	32	EE	EU	Purtse	ATL	Slyuganuze
862	10000	-74.15	41.08	310.8	0.204	77	1902	1995	77.1	US	NA	Ramapo River Ne	ATL	"Mahwah, NJ"
863	10000	115.78	-34.33	808	0.208	24.4	1940	1966	-9999	WX	AU	Donnelly	IND	Nannup Rd B
864	10000	-149.32	-17.65	25	0.203	12.2	1974	1986	-9999	PF	PO	Papeiha	PAC	Cote 10
865	10000	19.54	-32.54	6903	0.268	76.3	1923	2001	-9999	ZA	AF	Doring	ATL	Aspoort
866	10000	-38.36	-4.5	2000	0.196	28.8	1969	1998	50	BR	SA	Pirangi	ATL	Cristais
867	10000	2.82	36.67	1912	0.194	3.7	1976	1979	10	DZ	AF	Mazafran	MED	Fer a Cheva
868	10000	24.43	59.3	650	0.191	63	1923	1985	24	EE	EU	Keyla (Keila)	ATL	Keyla (Keil
869	10000	-41.09	-21.02	505	0.189	14.5	1984	1999	-9999	BR	SA	Muqui do Norte	ATL	Fazenda Cac
870	10000	-70.52	-33.37	500	0.184	14.9	1943	1958	-9999	CL	SA	Mapocho	PAC	Las Condes
871	10000	-39.18	-13.78	310	0.183	30.2	1969	1999	82	BR	SA	Cachoeira Grand	ATL	Itubera
872	10000	-78.28	-9.48	2082	0.179	30	1931	1960	60	PE	SA	Casma	PAC	Pte Carrete
873	10000	-1.45	35.15	6900	0.174	4	1976	1979	65	DZ	AF	Tafna	MED	Pierre du C
874	10000	35.3	-5.97	11400	0.172	24.6	1960	1984	860	TZ	AF	Bubu	IND	Bahi
875	10000	-70.52	-28.72	7187	0.162	41	1948	1989	-9999	CL	SA	Huasco	PAC	El Algodon
876	10000	166.85	-22.23	61	0.159	27	1958	1984	-9999	NC	PO	Riviere des Lac	PAC	Goulet
877	10000	8.5	36.12	9000	0.159	4	1976	1979	327	TN	AF	Mellegue	MED	K13
878	10000	4.6	36.42	4309	0.152	2.7	1976	1978	220	DZ	AF	Bouselam (Soumm	MED	Sidi Yahia
879	10000	9.2	42.22	154	0.152	38.7	1959	1999	237	FR	EU	Vecchio	MED	Pont de Noc
880	10000	-37.19	-10.66	1960	0.149	17.3	1972	1999	15	BR	SA	Sergipe	ATL	Santa Rosa
881	10000	-8.47	37.3	386	0.139	36.8	1952	1992	59	PT	EU	Odelouca	ATL	Monte dos P
882	10000	-35.22	-6.45	3590	0.137	28.5	1927	1997	30	BR	SA	Curimatau	ATL	Pedro Velho
883	10000	-1.27	51.09	237	0.134	19.8	1975	1999	-9999	UK	EU	Itchen	ATL	Easton
884	10000	26.58	59.37	406	0.132	44	1942	1985	48	EE	EU	Kunda	ATL	Syami (Smi
885	10000	-35.42	-5.63	2400	0.171	41	1912	1997	13	BR	SA	Ceara-Mirim	ATL	Ceara-Mirim
886	10000	23.87	59.25	472	0.128	55.5	1929	1985	5	EE	EU	Vihterpalu (Vih	ATL	Vihterpalu
887	10000	-155.15	19.77	30	0.117	28.8	1911	1996	469.4	US	Ho	olii Stream Nr	PAC	Honolii Str
888	10000	1.11	35.87	2398	0.112	4	1976	1979	140	DZ	AF	Rhiou	MED	Ammi Moussa
889	10000	-78.02	-10.07	2046	0.109	27	1933	1960	30	PE	SA	Huarmey	PAC	Pte Carrete
890	10000	-37.29	-5.29	2547	0.106	6.9	1993	1999	-9999	BR	SA	Carmo [do]	ATL	Fazenda Ang
891	10000	-2.05	51.55	303	0.106	34.7	1964	1999	-9999	UK	EU	Avon (Bristol A	ATL	Great Somer
892	10000	25.78	59.47	403	0.105	40	1945	1985	57	EE	EU	Valgey-yogi (Va	ATL	Vanakyula (
893	10000	-37.04	-10.7	302	0.104	22.8	1973	1999	8	BR	SA	Siriri	ATL	Rosario do
894	10000	9.72	35.38	8575	0.103	2.7	1976	1978	232	TN	AF	Zeroud	MED	Sidi Saad
895	10000	7.72	36.45	552	0.1	2.7	1976	1978	95	DZ	AF	Melah	MED	Bouchegouf
896	10000	1.03	51.26	345	0.098	35	1964	1999	12.5	UK	EU	Great Stour	ATL	Horton
897	10000	-38.74	-12.53	390	0.092	4.9	1990	1994	8	BR	SA	Subae	ATL	Subae Ii
898	10000	-35.31	-6.06	2500	0.091	19.9	1977	1997	35	BR	SA	Trairi	ATL	Monte Alegr
899	10000	-52.48	-31.71	133	0.089	33.6	1964	1999	10	BR	SA	Fragata [Arr]	ATL	Passo dos C
900	10000	0.69	35.46	6635	0.089	2.7	1976	1978	205	DZ	AF	Mina	MED	Oued El-Abt
901	10000	115.83	-30.98	12295	0.072	30.6	1969	1999	-9999	WX	AU	Moore	IND	Quinns Ford
902	10000	-6.54	33.7	3230	0.072	4.7	1980	1984	-9999	MA	AF	Bou Regreg	ATL	Lalla Chafi
903	10000	17.73	60.02	284	0.066	83.5	1917	2002	-9999	SE	EU	Vattholmaan	ATL	Vattholma 2
904	10000	13.18	66.4	18	0.062	72	1917	1988	-9999	NO	EU	Kjerringa	ATL	Vassvatn
905	10000	9.47	36.95	234	0.063	4	1976	1979	130	TN	AF	Joumine	MED	Jebel Antra
906	10000	-4.7	37.05	761	0.05	7	1977	1984	-9999	ES	EU	Guadalhorce	MED	Bobadilla
907	10000	9.12	35.08	2200	0.048	40.5	1957	1998	481	TN	AF	Hatab	MED	Kanguet Zaz
908	10000	115.11	-25.74	7796	0.046	25.1	1973	1998	-9999	WX	AU	Wooramel	IND	Meedo Pool
909	10000	-1.22	35.07	1118	0.043	3.7	1976	1979	287	DZ	AF	Isser1	MED	Bensekrane
910	10000	-159.42	22.07	16.2	0.043	82	1912	1996	152.4	US	NA	Eb Of Nf Wailua	PAC	Eb Of Nf Wa
911	10000	-35.45	-5.82	2720	0.041	2.7	1933	1971	60	BR	SA	Potengi	ATL	Igreja Nova
912	10000	8.95	36.29	500	0.039	16.4	1970	1994	280	TN	AF	Tessa	MED	Sidi Medien
913	10000	-156.58	20.95	10.6	0.035	78.5	1913	1995	265.2	US	NA	Honokohau Strea	PAC	Honokohau S
914	10000	-156.13	20.82	9.5	0.033	77.3	1914	1995	409.4	US	NA	West Wailuaiki	PAC	West Wailua
915	10000	176.73	-40.02	54	0.028	5.8	1965	1984	-9999	NZ	PO	Omakere	PAC	Fordale
916	10000	-35.22	-6.23	2498	0.024	2	1970	1971	20	BR	SA	Jacu	ATL	Goianinha
917	10000	-69.53	-21.65	500	0.023	5.7	1966	1972	-9999	CL	SA	Loa	PAC	Quillagua
918	10000	9.67	35.63	675	0.02	4	1976	1979	250	TN	AF	Merguellil	MED	Haffouz
919	10000	3.42	36.65	829	0.019	3.7	1976	1979	60	DZ	AF	Boudouaou	MED	Keddara
920	10000	6.29	36.24	1220	0.011	2.7	1976	1978	710	DZ	AF	Rhumel	MED	Oued Athman
921	10000	10.11	35.65	180	0.007	23.7	1974	1998	600	TN	AF	Skhira	MED	Kef El Abio
922	10000	-59	6	14000	24.473	16.7	1978	1995	-999	GU	SA	MAZARUNI	ATL	APAIKWA
923	10000	39	-5.5	25110	0.861	18.7	1959	1977	-999	TA	AF	PANGANI	IND	KOROGWE
924	10000	13.5	-9.5	163832	-999	-999	-999	-999	-999	AG	AF	CUANZA	ATL	Ponta das
925	10000	120	30	67212	-999	-999	-999	-999	-999	CN	AS	FUCHUN JIANG	PAC	Hangzhou
